1,20.000000,10
1,20.000000,10
1,20.000000,10
15,15.000000,1668883152
21,17.000000,1668883152
37,18.000000,1668883152
49,19.000000,1668883152
112,20.000000,1668883152
129,23.000000,1668883152
132,24.000000,1668883152
142,25.000000,1668883152
15,15.162766,1668883182
21,17.043007,1668883182
37,17.797063,1668883182
49,18.799906,1668883182
112,20.121242,1668883182
129,22.837911,1668883182
132,23.992609,1668883182
142,25.073640,1668883182
15,15.315847,1668883212
21,16.812428,1668883212
37,17.984239,1668883212
49,19.015777,1668883212
112,19.903893,1668883212
129,22.885257,1668883212
132,24.039269,1668883212
142,25.200861,1668883212
15,15.326106,1668883242
21,16.975229,1668883242
37,18.028763,1668883242
49,18.931471,1668883242
112,19.656123,1668883242
129,23.001420,1668883242
132,24.160327,1668883242
142,25.150245,1668883242
15,15.225502,1668883272
21,16.748143,1668883272
37,17.941377,1668883272
49,18.992975,1668883272
112,19.874136,1668883272
129,22.806145,1668883272
132,23.930292,1668883272
142,25.089541,1668883272
15,15.108935,1668883302
21,16.821483,1668883302
37,17.980409,1668883302
49,18.860778,1668883302
112,19.943857,1668883302
129,22.760486,1668883302
132,24.140883,1668883302
142,24.931949,1668883302
15,15.102712,1668883332
21,16.619022,1668883332
37,17.755974,1668883332
49,18.905098,1668883332
112,20.139039,1668883332
129,22.569491,1668883332
132,24.158786,1668883332
142,24.977345,1668883332
15,15.204783,1668883362
21,16.697243,1668883362
37,17.839294,1668883362
49,18.977625,1668883362
112,20.245941,1668883362
129,22.551152,1668883362
132,24.285007,1668883362
142,24.964514,1668883362
15,15.340845,1668883392
21,16.570568,1668883392
37,17.871883,1668883392
49,18.765569,1668883392
112,20.261099,1668883392
129,22.484411,1668883392
132,24.153492,1668883392
142,25.173658,1668883392
15,15.533575,1668883422
21,16.600147,1668883422
37,17.885680,1668883422
49,18.862000,1668883422
112,20.274475,1668883422
129,22.442833,1668883422
132,24.365694,1668883422
142,25.167910,1668883422
15,15.348817,1668883452
21,16.443040,1668883452
37,17.916438,1668883452
49,18.636149,1668883452
112,20.318416,1668883452
129,22.630448,1668883452
132,24.223139,1668883452
142,25.153975,1668883452
15,15.465597,1668883482
21,16.566827,1668883482
37,17.846713,1668883482
49,18.824290,1668883482
112,20.086580,1668883482
129,22.652900,1668883482
132,24.169859,1668883482
142,25.290914,1668883482
15,15.519539,1668883512
21,16.632441,1668883512
37,18.079942,1668883512
49,18.751575,1668883512
112,19.959454,1668883512
129,22.871059,1668883512
132,23.969000,1668883512
142,25.098085,1668883512
15,15.494699,1668883542
21,16.775907,1668883542
37,17.951348,1668883542
49,18.503409,1668883542
112,20.167257,1668883542
129,22.886235,1668883542
132,23.791071,1668883542
142,24.924132,1668883542
15,15.590132,1668883572
21,16.618417,1668883572
37,18.053007,1668883572
49,18.457270,1668883572
112,20.130290,1668883572
129,22.686735,1668883572
132,23.863279,1668883572
142,24.754032,1668883572
15,15.367875,1668883602
21,16.844318,1668883602
37,18.217338,1668883602
49,18.627865,1668883602
112,19.993966,1668883602
129,22.935371,1668883602
132,23.698389,1668883602
142,24.966502,1668883602
15,15.301437,1668883632
21,17.048767,1668883632
37,18.093825,1668883632
49,18.535860,1668883632
112,20.074253,1668883632
129,22.687196,1668883632
132,23.765617,1668883632
142,25.024882,1668883632
15,15.291630,1668883662
21,16.911702,1668883662
37,17.895910,1668883662
49,18.548733,1668883662
112,20.301977,1668883662
129,22.886983,1668883662
132,23.863333,1668883662
142,25.006778,1668883662
15,15.502640,1668883692
21,16.742946,1668883692
37,17.816988,1668883692
49,18.627149,1668883692
112,20.254662,1668883692
129,22.697243,1668883692
132,23.982026,1668883692
142,24.866748,1668883692
15,15.698846,1668883722
21,16.705353,1668883722
37,17.644238,1668883722
49,18.407372,1668883722
112,20.445327,1668883722
129,22.940635,1668883722
132,24.184074,1668883722
142,24.897894,1668883722
15,15.835096,1668883752
21,16.699571,1668883752
37,17.565000,1668883752
49,18.325119,1668883752
112,20.652129,1668883752
129,23.096028,1668883752
132,24.052577,1668883752
142,25.027896,1668883752
15,15.673138,1668883782
21,16.625803,1668883782
37,17.390377,1668883782
49,18.304660,1668883782
112,20.674007,1668883782
129,23.255885,1668883782
132,24.152948,1668883782
142,24.868485,1668883782
15,15.867745,1668883812
21,16.665609,1668883812
37,17.243157,1668883812
49,18.164406,1668883812
112,20.438697,1668883812
129,23.124635,1668883812
132,24.286237,1668883812
142,24.850218,1668883812
15,15.990951,1668883842
21,16.490794,1668883842
37,16.999859,1668883842
49,18.092402,1668883842
112,20.323773,1668883842
129,22.903959,1668883842
132,24.170421,1668883842
142,24.832301,1668883842
15,16.044755,1668883872
21,16.547590,1668883872
37,16.768004,1668883872
49,18.087632,1668883872
112,20.331836,1668883872
129,22.662039,1668883872
132,24.143233,1668883872
142,24.795697,1668883872
15,15.854958,1668883902
21,16.423066,1668883902
37,16.747667,1668883902
49,17.911494,1668883902
112,20.340759,1668883902
129,22.910392,1668883902
132,24.115690,1668883902
142,24.622595,1668883902
15,16.044343,1668883932
21,16.417824,1668883932
37,16.799101,1668883932
49,18.113856,1668883932
112,20.482136,1668883932
129,23.004663,1668883932
132,23.897398,1668883932
142,24.551948,1668883932
15,16.255584,1668883962
21,16.465014,1668883962
37,16.743837,1668883962
49,18.355308,1668883962
112,20.238864,1668883962
129,23.035180,1668883962
132,23.741102,1668883962
142,24.695032,1668883962
15,16.135998,1668883992
21,16.591278,1668883992
37,16.693387,1668883992
49,18.307345,1668883992
112,20.049288,1668883992
129,22.969896,1668883992
132,23.592950,1668883992
142,24.512310,1668883992
15,16.010760,1668884022
21,16.350953,1668884022
37,16.855483,1668884022
49,18.140704,1668884022
112,20.013641,1668884022
129,22.847152,1668884022
132,23.664640,1668884022
142,24.409015,1668884022
15,15.861591,1668884052
21,16.221411,1668884052
37,16.640913,1668884052
49,18.274733,1668884052
112,20.171737,1668884052
129,22.679116,1668884052
132,23.642210,1668884052
142,24.617349,1668884052
15,15.897309,1668884082
21,16.465358,1668884082
37,16.812560,1668884082
49,18.422939,1668884082
112,20.212225,1668884082
129,22.809402,1668884082
132,23.691721,1668884082
142,24.813784,1668884082
15,15.854165,1668884112
21,16.585932,1668884112
37,16.710306,1668884112
49,18.297578,1668884112
112,20.336174,1668884112
129,22.660893,1668884112
132,23.492777,1668884112
142,24.986065,1668884112
15,15.900629,1668884142
21,16.363133,1668884142
37,16.579203,1668884142
49,18.394685,1668884142
112,20.284599,1668884142
129,22.502816,1668884142
132,23.404611,1668884142
142,24.932007,1668884142
15,15.846471,1668884172
21,16.206088,1668884172
37,16.551811,1668884172
49,18.336210,1668884172
112,20.203815,1668884172
129,22.450215,1668884172
132,23.624733,1668884172
142,24.956503,1668884172
15,15.972622,1668884202
21,16.325587,1668884202
37,16.717043,1668884202
49,18.563253,1668884202
112,20.017281,1668884202
129,22.274850,1668884202
132,23.414776,1668884202
142,24.850016,1668884202
15,15.909573,1668884232
21,16.165766,1668884232
37,16.775311,1668884232
49,18.519679,1668884232
112,20.251189,1668884232
129,22.144750,1668884232
132,23.220451,1668884232
142,25.096847,1668884232
15,15.801122,1668884262
21,16.273479,1668884262
37,16.861379,1668884262
49,18.604038,1668884262
112,20.276308,1668884262
129,22.010894,1668884262
132,23.380535,1668884262
142,24.990232,1668884262
15,15.700184,1668884292
21,16.469321,1668884292
37,17.040246,1668884292
49,18.365517,1668884292
112,20.133945,1668884292
129,21.914272,1668884292
132,23.181645,1668884292
142,24.939505,1668884292
15,15.457313,1668884322
21,16.456130,1668884322
37,17.075683,1668884322
49,18.442099,1668884322
112,19.962161,1668884322
129,21.885693,1668884322
132,23.349380,1668884322
142,24.757736,1668884322
15,15.483601,1668884352
21,16.499734,1668884352
37,17.163905,1668884352
49,18.351934,1668884352
112,19.982971,1668884352
129,21.744586,1668884352
132,23.250302,1668884352
142,24.632103,1668884352
15,15.400961,1668884382
21,16.683270,1668884382
37,17.244383,1668884382
49,18.217691,1668884382
112,20.005062,1668884382
129,21.862486,1668884382
132,23.191409,1668884382
142,24.819350,1668884382
15,15.437453,1668884412
21,16.611323,1668884412
37,17.074053,1668884412
49,18.093972,1668884412
112,19.892889,1668884412
129,21.732415,1668884412
132,23.322183,1668884412
142,24.890688,1668884412
15,15.686509,1668884442
21,16.463937,1668884442
37,17.308445,1668884442
49,18.045494,1668884442
112,19.904849,1668884442
129,21.867632,1668884442
132,23.347301,1668884442
142,25.089995,1668884442
15,15.729720,1668884472
21,16.613917,1668884472
37,17.201437,1668884472
49,18.254048,1668884472
112,19.663784,1668884472
129,22.032857,1668884472
132,23.123618,1668884472
142,25.081874,1668884472
15,15.826427,1668884502
21,16.764405,1668884502
37,17.042781,1668884502
49,18.481156,1668884502
112,19.745439,1668884502
129,21.978695,1668884502
132,23.321326,1668884502
142,25.067497,1668884502
15,15.602782,1668884532
21,16.878035,1668884532
37,16.927212,1668884532
49,18.446233,1668884532
112,19.907802,1668884532
129,22.096211,1668884532
132,23.254323,1668884532
142,24.952054,1668884532
15,15.631432,1668884562
21,16.694765,1668884562
37,16.719054,1668884562
49,18.362704,1668884562
112,19.789628,1668884562
129,22.124084,1668884562
132,23.306892,1668884562
142,24.973424,1668884562
15,15.683512,1668884592
21,16.513291,1668884592
37,16.469870,1668884592
49,18.272499,1668884592
112,19.933019,1668884592
129,22.116097,1668884592
132,23.181036,1668884592
142,24.963200,1668884592
15,15.460513,1668884622
21,16.281459,1668884622
37,16.391980,1668884622
49,18.198260,1668884622
112,19.685803,1668884622
129,22.202526,1668884622
132,23.039183,1668884622
142,24.723945,1668884622
15,15.477755,1668884652
21,16.044881,1668884652
37,16.615784,1668884652
49,18.258094,1668884652
112,19.867795,1668884652
129,22.145968,1668884652
132,23.098770,1668884652
142,24.886221,1668884652
15,15.676965,1668884682
21,16.080696,1668884682
37,16.691749,1668884682
49,18.025435,1668884682
112,19.993895,1668884682
129,22.190766,1668884682
132,22.926455,1668884682
142,25.071098,1668884682
15,15.495752,1668884712
21,16.235680,1668884712
37,16.467020,1668884712
49,17.832099,1668884712
112,19.789575,1668884712
129,22.126258,1668884712
132,23.158520,1668884712
142,25.244184,1668884712
15,15.719907,1668884742
21,16.235369,1668884742
37,16.399729,1668884742
49,17.671634,1668884742
