49,20.115593,1671565244
49,19.882312,1671565246
49,19.647242,1671565248
49,19.758086,1671565250
49,19.623449,1671565252
21,20.034203,1671565253
49,19.519286,1671565254
49,19.482591,1671565256
15,19.775808,1671565257
49,19.686183,1671565258
15,19.622365,1671565260
49,19.451134,1671565260
21,19.971579,1671565261
49,19.216509,1671565262
15,19.687191,1671565263
49,19.377235,1671565264
15,19.823920,1671565266
15,19.823920,1671565266
49,20.048505,1671567420
49,19.909649,1671567422
21,19.854708,1671567423
49,20.103350,1671567424
49,20.200829,1671567426
49,20.212448,1671567428
49,20.081092,1671567430
21,19.772738,1671567431
49,20.034552,1671567432
49,20.112721,1671567434
49,20.110917,1671567436
37,19.950324,1671567437
37,19.800487,1671567438
49,20.218544,1671567438
37,19.770976,1671567439
37,19.825382,1671567440
49,20.196819,1671567440
49,20.196819,1671567440
49,20.118479,1671567744
49,20.123278,1671567746
21,19.860083,1671567748
49,19.945161,1671567748
49,19.957009,1671567750
15,20.166287,1671567751
49,20.054744,1671567752
15,20.137153,1671567754
49,19.910147,1671567754
21,19.774063,1671567756
49,20.117656,1671567756
15,20.043595,1671567757
49,19.906011,1671567758
15,20.184766,1671567760
49,19.912282,1671567760
130,19.955700,1671567762
49,20.150832,1671567762
15,20.241151,1671567763
49,20.265544,1671567764
15,20.352442,1671567766
130,19.801813,1671567766
49,20.369646,1671567766
49,20.493466,1671567768
15,20.293834,1671567769
130,19.769706,1671567770
49,20.492913,1671567770
15,20.258027,1671567772
49,20.245933,1671567772
130,19.971242,1671567774
49,20.443619,1671567774
15,20.332374,1671567775
49,20.674942,1671567776
15,20.245048,1671567778
130,19.962649,1671567778
49,20.506323,1671567778
49,20.486551,1671567780
15,20.027831,1671567781
130,19.761761,1671567782
49,20.450245,1671567782
15,19.900592,1671567784
49,20.436794,1671567784
130,19.927829,1671567786
49,20.415074,1671567786
15,19.924534,1671567787
49,20.609150,1671567788
130,19.811194,1671567790
15,19.737786,1671567790
49,20.448545,1671567790
49,20.335435,1671567792
15,19.938766,1671567793
130,19.706803,1671567794
49,20.494359,1671567794
15,19.955148,1671567796
49,20.507017,1671567796
130,19.535959,1671567798
49,20.694525,1671567798
15,19.775121,1671567799
49,20.737850,1671567800
130,19.297140,1671567802
15,19.849301,1671567802
49,20.907977,1671567802
49,20.870683,1671567804
15,19.647900,1671567805
130,19.377794,1671567806
49,21.077267,1671567806
15,19.812734,1671567808
49,21.133143,1671567808
130,19.601926,1671567810
49,21.159630,1671567811
15,19.881101,1671567811
49,21.308611,1671567813
129,20.161158,1671567813
130,19.836872,1671567814
15,19.712692,1671567814
49,21.348641,1671567815
49,21.262428,1671567817
15,19.521493,1671567817
129,19.974329,1671567818
129,19.974329,1671567818
49,19.852884,1671568615
49,19.706830,1671568617
49,19.621756,1671568619
21,20.094489,1671568619
49,19.867914,1671568621
49,19.820607,1671568623
49,19.729923,1671568625
130,20.077698,1671568627
49,19.682113,1671568627
21,19.857616,1671568627
49,19.706799,1671568629
37,19.883901,1671568630
130,20.159187,1671568631
49,19.469346,1671568631
37,20.022276,1671568631
37,19.975543,1671568632
49,19.231150,1671568633
37,20.213108,1671568633
37,20.077194,1671568634
49,19.044431,1671568635
130,20.004786,1671568635
37,20.106268,1671568635
37,20.273923,1671568636
49,19.291693,1671568637
37,20.461118,1671568637
37,20.298113,1671568638
49,19.130581,1671568639
130,20.044069,1671568639
37,20.218756,1671568639
37,20.320761,1671568640
49,19.247846,1671568641
37,20.215150,1671568641
37,20.054297,1671568642
130,19.925877,1671568643
49,19.382728,1671568643
37,20.201146,1671568643
37,20.010228,1671568644
49,19.163817,1671568645
37,20.117092,1671568645
37,19.997519,1671568646
130,20.130999,1671568647
49,18.997137,1671568647
37,20.203263,1671568647
37,19.980155,1671568648
49,18.896882,1671568649
37,19.902497,1671568649
37,20.030543,1671568650
130,20.055561,1671568651
49,18.991550,1671568651
37,20.227885,1671568651
37,20.299949,1671568652
49,18.982876,1671568653
37,20.536471,1671568653
37,20.710260,1671568654
130,19.810254,1671568655
49,18.864170,1671568655
37,20.767401,1671568655
37,20.629221,1671568656
49,18.804417,1671568657
37,20.609317,1671568657
37,20.655322,1671568658
130,19.832360,1671568659
49,18.916358,1671568659
37,20.885690,1671568659
37,20.856834,1671568660
49,18.783290,1671568661
37,20.720683,1671568661
37,20.914887,1671568662
15,19.752140,1671568663
130,19.821235,1671568663
49,18.726488,1671568663
37,20.746868,1671568663
37,20.632792,1671568664
49,18.924178,1671568665
37,20.623156,1671568665
15,19.516257,1671568666
37,20.430111,1671568666
130,20.065495,1671568667
49,19.110786,1671568667
49,19.110786,1671568667
